Methods,Header File,IEEE Std 1003.1-202x (Issue 8)  (Draft),IEEE Std 1003.1-2017 (Issue 7 TC2),IEEE Std 1003.1-2008 (Issue 7),IEEE Std 1003.1-2003 (Issue 6),PSE51,PSE52,PSE53,PSE54,C99,C11,C17,FACE 2.1 Security,FACE 2.1 Safety Base,FACE 2.1 Safety Extended,FACE 2.1 General Purpose,FACE 3.0 Security,FACE 3.0 Safety Base,FACE 3.0 Safety Extended,FACE 3.0 General Purpose,FACE 3.1 Security,FACE 3.1 Safety Base,FACE 3.1 Safety Extended,FACE 3.1 General Purpose,FACE 3.2 Security,FACE 3.2 Safety Base,FACE 3.2 Safety Extended,FACE 3.2 General Purpose,SCA 2.2.2 AEP,SCA 4.1 Ultra Lightweight AEP,SCA 4.1 Lightweight AEP,SCA 4.1 [Full] AEP,RTEMS w/o Networking,RTEMS w/ Networking,Deos RTEMS Safety Base,Deos RTEMS Safety Ext,Deos RTEMS Gen Purp,RTEMS Impl Note,POSIX Functionality Categories
strcpy_s(),string.h,,,,,,,,,,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,
strcspn(),string.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_C_LANG_SUPPORT
strdup(),string.h,INCL,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,POSIX_C_LIB_EXT
strerror(),string.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,INCL,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_C_LANG_SUPPORT
strerror_l(),string.h,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,
strerror_r(),string.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,,,,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_C_LANG_SUPPORT_R
strerror_s(),string.h,,,,,,,,,,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,
strerrorlen_s(),string.h,,,,,,,,,,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,
strfmon(),monetary.h,INCL,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-NO,,,,,POSIX_C_LIB_EXT
strfmon_l(),monetary.h,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-NO,,,,,
strftime(),time.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,INCL,,INCL,INCL,CTS-YES,CTS-YES,,CTS-YES,CTS-YES,,POSIX_C_LANG_SUPPORT
strftime_l(),time.h,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,
strlen(),string.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_C_LANG_SUPPORT
strncasecmp(),strings.h,INCL,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,POSIX_C_LIB_EXT
strncasecmp_l(),strings.h,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,
strncat(),string.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_C_LANG_SUPPORT
strncat_s(),string.h,,,,,,,,,,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,
strncmp(),string.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_C_LANG_SUPPORT
strncpy(),string.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_C_LANG_SUPPORT
strncpy_s(),string.h,,,,,,,,,,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,
strndup(),string.h,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,
strnlen(),string.h,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,
strnlen_s(),string.h,,,,,,,,,,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,
strpbrk(),string.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_C_LANG_SUPPORT
strptime(),time.h,INCL,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,XSI_C_LANG_SUPPORT
strrchr(),string.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_C_LANG_SUPPORT
strsignal(),string.h,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,
strspn(),string.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_C_LANG_SUPPORT
strstr(),string.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_C_LANG_SUPPORT
strtod(),stdlib.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_C_LANG_SUPPORT
strtof(),stdlib.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_C_LANG_SUPPORT
strtoimax(),inttypes.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_C_LANG_SUPPORT
strtok(),string.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,,,,INCL,,,,INCL,,,,INCL,INCL,,INCL,INCL,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_C_LANG_SUPPORT
strtok_r(),string.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_C_LANG_SUPPORT_R
strtok_s(),string.h,,,,,,,,,,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,
strtol(),stdlib.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_C_LANG_SUPPORT
strtold(),stdlib.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_C_LANG_SUPPORT
strtoll(),stdlib.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_C_LANG_SUPPORT
strtoul(),stdlib.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_C_LANG_SUPPORT
strtoull(),stdlib.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_C_LANG_SUPPORT
strtoumax(),inttypes.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_C_LANG_SUPPORT
strxfrm(),string.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,INCL,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_C_LANG_SUPPORT
strxfrm_l(),string.h,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,
swab(),unistd.h,INCL,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,XSI_C_LANG_SUPPORT
swapcontext(),ucontext.h,,,,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swprintf(),wchar.h,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,,,,INCL,,,,,,,,,,,,,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_C_LANG_WIDE_CHAR
swprintf_s(),wchar.h,,,,,,,,,,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,
swscanf(),wchar.h,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,,,,INCL,,,,,,,,,,,,,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_C_LANG_WIDE_CHAR
swscanf_s(),wchar.h,,,,,,,,,,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,
symlink(),unistd.h,INCL,INCL,INCL,INCL,,,,INCL,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,POSIX_SYMBOLIC_LINKS
symlinkat(),unistd.h,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-NO,,,,,
sync(),unistd.h,INCL,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,XSI_FILE_SYSTEM
sysconf(),unistd.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,,,,,CTS-YES,CTS-YES,,CTS-YES,CTS-YES,,POSIX_SINGLE_PROCESS
syslog(),syslog.h,INCL,INCL,INCL,INCL,,,,INCL,,,,,,,,,,,,,,,,,,,,,,,,,RT-NO,,,,,XSI_SYSTEM_LOGGING
system(),stdlib.h,INCL,INCL,INCL,INCL,,,,INCL,,,INCL,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,ENOSYS,POSIX_SHELL_FUNC
tan(),math.h,INCL,INCL,INCL,INCL,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_C_LANG_MATH
tanf(),math.h,INCL,INCL,INCL,INCL,,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_C_LANG_MATH
tanh(),math.h,INCL,INCL,INCL,INCL,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_C_LANG_MATH
tanhf(),math.h,INCL,INCL,INCL,INCL,,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_C_LANG_MATH
tanhl(),math.h,INCL,INCL,INCL,INCL,,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_C_LANG_MATH
tanl(),math.h,INCL,INCL,INCL,INCL,,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_C_LANG_MATH
tcdrain(),termios.h,INCL,INCL,INCL,INCL,,,,INCL,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,POSIX_DEVICE_SPECIFIC
tcflow(),termios.h,INCL,INCL,INCL,INCL,,,,INCL,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,POSIX_DEVICE_SPECIFIC
tcflush(),termios.h,INCL,INCL,INCL,INCL,,,,INCL,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,POSIX_DEVICE_SPECIFIC
tcgetattr(),termios.h,INCL,INCL,INCL,INCL,,,,INCL,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,POSIX_DEVICE_SPECIFIC
tcgetpgrp(),unistd.h,INCL,INCL,INCL,INCL,,,,INCL,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,POSIX_JOB_CONTROL
tcgetsid(),termios.h,INCL,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-NO,,,,,POSIX_JOB_CONTROL
tcsendbreak(),termios.h,INCL,INCL,INCL,INCL,,,,INCL,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,POSIX_DEVICE_SPECIFIC
tcsetattr(),termios.h,INCL,INCL,INCL,INCL,,,,INCL,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,POSIX_DEVICE_SPECIFIC
tcsetpgrp(),unistd.h,INCL,INCL,INCL,INCL,,,,INCL,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,POSIX_JOB_CONTROL
tdelete(),search.h,INCL,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,XSI_C_LANG_SUPPORT
telldir(),dirent.h,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,XSI_FILE_SYSTEM
tempnam(),stdio.h,,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,XSI_FILE_SYSTEM
textdomain(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tfind(),search.h,INCL,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,XSI_C_LANG_SUPPORT
tgamma(),math.h,INCL,INCL,INCL,INCL,,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_C_LANG_MATH
tgammaf(),math.h,INCL,INCL,INCL,INCL,,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_C_LANG_MATH
tgammal(),math.h,INCL,INCL,INCL,INCL,,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,CTS-NO,,POSIX_C_LANG_MATH
thrd_create(),threads.h,,,,,,,,,,INCL,INCL,,,,,,,,,,,,,,,,,,,,,HAND-YES,HAND-YES,,,,,
thrd_current(),threads.h,,,,,,,,,,INCL,INCL,,,,,,,,,,,,,,,,,,,,,HAND-YES,HAND-YES,,,,,
thrd_detach(),threads.h,,,,,,,,,,INCL,INCL,,,,,,,,,,,,,,,,,,,,,HAND-YES,HAND-YES,,,,,
thrd_equal(),threads.h,,,,,,,,,,INCL,INCL,,,,,,,,,,,,,,,,,,,,,HAND-YES,HAND-YES,,,,,
thrd_exit(),threads.h,,,,,,,,,,INCL,INCL,,,,,,,,,,,,,,,,,,,,,HAND-YES,HAND-YES,,,,,
thrd_join(),threads.h,,,,,,,,,,INCL,INCL,,,,,,,,,,,,,,,,,,,,,HAND-YES,HAND-YES,,,,,
thrd_sleep(),threads.h,,,,,,,,,,INCL,INCL,,,,,,,,,,,,,,,,,,,,,HAND-YES,HAND-YES,,,,,
thrd_yield(),threads.h,,,,,,,,,,INCL,INCL,,,,,,,,,,,,,,,,,,,,,HAND-YES,HAND-YES,,,,,
time(),time.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,INCL,,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_C_LANG_SUPPORT
timer_create(),time.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_TIMERS
timer_delete(),time.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,,,INCL,INCL,INCL,,,INCL,CTS-YES,CTS-YES,,CTS-YES,CTS-YES,,POSIX_TIMERS
timer_getoverrun(),time.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_TIMERS
timer_gettime(),time.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_TIMERS
timer_settime(),time.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_TIMERS
times(),sys/time.h,INCL,INCL,INCL,INCL,,,INCL,INCL,,,,,,INCL,INCL,,,MP,MP,,,MP,MP,,,MP,MP,,,,,CTS-YES,CTS-YES,,CTS-YES,CTS-YES,,POSIX_MULTI_PROCESS
timespec_get(),time.h,,,,,,,,,,,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,
timezone,time.h,INCL,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,HAND-YES,HAND-YES,,,,,XSI_C_LANG_SUPPORT
tmpfile(),stdio.h,INCL,INCL,INCL,INCL,,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,,,,INCL,,,,INCL,,,,INCL,INCL,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_FILE_SYSTEM
tmpfile_s(),stdio.h,,,,,,,,,,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,
tmpnam(),stdio.h,INCL,INCL,INCL,INCL,,INCL,INCL,INCL,INCL,INCL,INCL,,,,,,,,,,,,,,,,,INCL,,,,RT-YES,RT-YES,,,,,POSIX_FILE_SYSTEM
tmpnam_s(),stdio.h,,,,,,,,,,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,
toascii(),ctype.h,,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,XSI_C_LANG_SUPPORT
tolower(),ctype.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_C_LANG_SUPPORT
tolower_l(),ctype.h,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,
toupper(),ctype.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,INCL,INCL,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_C_LANG_SUPPORT
toupper_l(),ctype.h,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,
towctrans(),wctype.h,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,,,,INCL,,,,INCL,,,,,,,,,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_C_LANG_WIDE_CHAR
towctrans_l(),wctype.h,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,
towlower(),wctype.h,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,,,,INCL,,,,INCL,,,,,,,,,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_C_LANG_WIDE_CHAR
towlower_l(),wctype.h,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,
towupper(),wctype.h,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,,,,INCL,,,,INCL,,,,,,,,,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_C_LANG_WIDE_CHAR
towupper_l(),wctype.h,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,
trunc(),math.h,INCL,INCL,INCL,INCL,,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,INCL,INCL,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_C_LANG_MATH
truncate(),unistd.h,INCL,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,POSIX_FILE_SYSTEM
truncf(),math.h,INCL,INCL,INCL,INCL,,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_C_LANG_MATH
truncl(),math.h,INCL,INCL,INCL,INCL,,INCL,INCL,INCL,INCL,INCL,INCL,,,,INCL,,,,INCL,,,,INCL,,,,INCL,,,,,CTS-YES,CTS-YES,,,CTS-YES,,POSIX_C_LANG_MATH
tsearch(),search.h,INCL,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,XSI_C_LANG_SUPPORT
tss_create(),threads.h,,,,,,,,,,INCL,INCL,,,,,,,,,,,,,,,,,,,,,HAND-YES,HAND-YES,,,,,
tss_delete(),threads.h,,,,,,,,,,INCL,INCL,,,,,,,,,,,,,,,,,,,,,HAND-YES,HAND-YES,,,,,
tss_get(),threads.h,,,,,,,,,,INCL,INCL,,,,,,,,,,,,,,,,,,,,,HAND-YES,HAND-YES,,,,,
tss_set(),threads.h,,,,,,,,,,INCL,INCL,,,,,,,,,,,,,,,,,,,,,HAND-YES,HAND-YES,,,,,
ttyname(),unistd.h,INCL,INCL,INCL,INCL,,,,INCL,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,POSIX_DEVICE_SPECIFIC
ttyname_r(),unistd.h,INCL,INCL,INCL,INCL,,,,INCL,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,POSIX_DEVICE_SPECIFIC_R
twalk(),search.h,INCL,INCL,INCL,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,XSI_C_LANG_SUPPORT
tzname,time.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,,,,,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_C_LANG_SUPPORT
tzset(),time.h,INCL,INCL,INCL,INCL,INCL,INCL,INCL,INCL,,,,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,,INCL,INCL,INCL,,,,,CTS-YES,CTS-YES,CTS-YES,CTS-YES,CTS-YES,,POSIX_C_LANG_SUPPORT
ualarm(),unistd.h,,,,INCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,RT-YES,RT-YES,,,,,
